XR_002498777	LOC110674347
XR_002501041	LOC110677231
XM_001651965	LOC5568078
XM_011494732	LOC5568076
XM_001651961	LOC5568075
XM_001651960	LOC5568073
XM_011494733	LOC5568073
XM_001651959	LOC5568069
XM_021848299	LOC5568069
XR_002500100	LOC110676133
XM_021848300	LOC110677232
XM_021848301	LOC5568070
XM_001651958	LOC5568070
XM_021848302	LOC5568070
XM_021848303	LOC5568096
XM_021848304	LOC5568096
XM_001651955	LOC5568071
XM_021848308	LOC5568072
XM_021848307	LOC5568072
XM_021848306	LOC5568072
XM_021848309	LOC5568072
XM_021848310	LOC5568072
XM_021848311	LOC5568072
XM_021848312	LOC5568072
XR_002501042	LOC5572555
XM_001651952	LOC5568068
XR_002501043	LOC110677234
XM_021848313	LOC110677235
XR_002501044	LOC110677236
XR_002501045	LOC110677237
XM_021848316	LOC23687865
XM_021848314	LOC23687865
XM_021848315	LOC23687865
XM_001652772	LOC5569518
XM_001652773	LOC5569517
XM_001652774	LOC5569514
XM_001652775	LOC5569516
XR_002501047	LOC110677239
XR_002500102	LOC110676136
XM_021848317	LOC110677240
XM_021848319	LOC5569515
XM_001652779	LOC5569529
XM_001652777	LOC5569529
XM_001652778	LOC5569529
XM_001652781	LOC5569521
XM_001652782	LOC5569520
XM_021848321	LOC5569520
XR_002501049	LOC110677243
XM_021848326	LOC5569522
XM_021848325	LOC5569522
XM_021848324	LOC5569522
XM_021848322	LOC5569522
XM_021848327	LOC5569522
XM_021848323	LOC5569522
XM_021848328	LOC5569519
XM_001652785	LOC5569523
XM_021848329	LOC5569524
XM_021848330	LOC5569525
XM_021848331	LOC5569525
XM_021839702	LOC110675255
XR_002501050	LOC5569526
XM_021848337	LOC5569526
XM_021848336	LOC5569526
XM_001652790	LOC5569526
XM_021848335	LOC5569526
XM_021848333	LOC5569526
XM_021848334	LOC5569526
XM_021848332	LOC5569526
XM_001652789	LOC5569528
XM_021848338	LOC110677244
XM_021839703	LOC110675256
XM_021848339	LOC5567332
XM_021848340	LOC5567332
XM_021848347	LOC5567332
XM_021848345	LOC5567332
XM_021848344	LOC5567332
XM_021848343	LOC5567332
XM_021848342	LOC5567332
XM_021848346	LOC5567332
XM_021848341	LOC5567332
XM_021848348	LOC110677245
XM_001651704	LOC5567345
XR_002500106	LOC110676146
XM_001651705	LOC5567334
XM_021842888	LOC5567334
XM_001651706	LOC5567346
XM_001651707	LOC5567333
XM_021842897	LOC110676153
XM_001651708	LOC5567335
XM_001651709	LOC5567335
XM_021848350	LOC110677247
XM_001651710	LOC5567336
XM_001651713	LOC5567337
XM_001651712	LOC5567337
XM_001651717	LOC110673978
XM_001651716	LOC110673978
XM_021848351	LOC110677248
XM_001651718	LOC5567338
XM_021848353	LOC5567339
XM_021848356	LOC5567339
XM_021848354	LOC5567339
XM_021848355	LOC5567339
XM_021848357	LOC5567339
XM_021848358	LOC5567339
XM_001651721	LOC5567341
XM_001651722	LOC5567342
XM_001651723	LOC5567343
XM_021848359	LOC110677250
XM_021848361	LOC5567344
XM_021848360	LOC5567344
XM_021848362	LOC5567344
XM_021848366	LOC5567344
XM_021848365	LOC5567344
XM_021848364	LOC5567344
XM_021848363	LOC5567344
XM_021848368	LOC5567344
XM_021848367	LOC5567344
XR_002501052	LOC110677251
XR_002501053	LOC110677252
XM_001649186	LOC5564878
XM_001649188	LOC5564878
XM_021848370	LOC5564871
XM_001649185	LOC5564871
XM_021848371	LOC5564871
XM_021848372	LOC5564871
XM_021848373	LOC5564871
XR_002501054	LOC110677253
XM_011494946	LOC23687430
XR_002501055	LOC110677254
XM_021848374	LOC110677254
XM_021848375	LOC110677254
XR_002501056	LOC5569774
XR_002501057	LOC5569774
XM_021848376	LOC5569774
XM_021848377	LOC5569774
XM_021848378	LOC5569774
XM_001652950	LOC5569772
XM_001652949	LOC5569771
XM_001652948	LOC5569771
XM_011494840	LOC23687575
XM_021848379	LOC5569756
XM_001652944	LOC5569757
XM_021848380	LOC5569758
XM_021848385	LOC5569759
XM_021848386	LOC5569759
XM_021848390	LOC110677255
XM_021848392	LOC110677255
XR_002501059	LOC5569760
XM_021848388	LOC5569760
XM_021848387	LOC5569760
XM_021848389	LOC5569760
XM_001652940	LOC5569761
XM_021848381	LOC5569762
XM_021848382	LOC5569762
XM_021848383	LOC5569762
XM_021848384	LOC5569762
XM_021839705	LOC110675257
XM_021848393	LOC5569763
XM_001652938	LOC5569763
XR_002501060	LOC5569765
XM_021848394	LOC5569765
XM_001652936	LOC5569765
XR_002501061	LOC5569764
XM_021839709	LOC5569766
XM_001652932	LOC5569767
XM_011494841	LOC23687632
XM_021848395	LOC5569768
XM_021848396	LOC5569754
XM_021848397	LOC5569754
XM_021848398	LOC5569754
XR_002501064	LOC5566128
XR_002501065	LOC110677258
XR_002501066	LOC110677260
XR_002501938	LOC110678785
XM_001651036	LOC5566684
XM_001651037	LOC5566684
XM_021855759	LOC5566683
XM_021855760	LOC5566683
XM_021855095	LOC110679665
XM_021855104	LOC110679666
XM_001652352	LOC5568572
XR_002501264	LOC5568570
XM_021849732	LOC5568570
XM_021849731	LOC5568570
XM_021849730	LOC5568570
XM_021854407	LOC5568569
XM_021854406	LOC5568569
XM_021854408	LOC5568569
XM_021854405	LOC5568569
XM_021854404	LOC5568569
XM_021854402	LOC5568569
XM_021854403	LOC5568569
XM_021854990	LOC5568568
XM_021854993	LOC5568568
XM_021854995	LOC5568568
XM_021854992	LOC5568568
XM_021854991	LOC5568568
XM_021854996	LOC5568568
XM_001652347	LOC5568567
XM_021850109	LOC5568567
XM_021850110	LOC5568566
XM_001652345	LOC5568565
XM_001652342	LOC5568564
XM_001652344	LOC5568564
XM_021850923	LOC5568559
XM_001652340	LOC5568559
XM_021850920	LOC5568559
XM_021850922	LOC5568559
XM_021850921	LOC5568559
XM_021855119	LOC5568562
XM_001652338	LOC5568561
XM_001652337	LOC5568560
XM_021849452	LOC5568560
XM_001652336	LOC5568558
XM_001652335	LOC5568553
XM_001652334	LOC5568555
XM_001652333	LOC5568557
XM_021853781	LOC110679365
XM_021853780	LOC110679365
XM_021853783	LOC110679365
XM_021853782	LOC110679365
XM_021853687	LOC5568556
XM_001652331	LOC5568556
XM_021853688	LOC5568556
XM_021853689	LOC5568556
XR_002502391	LOC110679322
XR_002502392	LOC110679322
XR_002502390	LOC110679321
XR_002502154	LOC110679034
XM_001652330	LOC5568552
XM_021851257	LOC5568551
XR_002501570	LOC110678404
XM_001648037	LOC5563804
XM_001648036	LOC5563803
XM_021851012	LOC110678315
XM_021851013	LOC110678315
XM_021851014	LOC110678315
XM_021855143	LOC110679674
XM_021851231	LOC5567863
XM_021849653	LOC5567861
XM_021849651	LOC5567861
XM_001651849	LOC5567861
XM_021849650	LOC5567861
XM_021849652	LOC5567861
XM_001651848	LOC5567861
XM_021851300	LOC5567859
XR_002501837	LOC110678684
XM_001651845	LOC5567858
XM_021849417	LOC5567858
XM_021855187	LOC110679679
XM_001651844	LOC5567857
XM_001651843	LOC5567852
XM_021849386	LOC5567855
XM_021849387	LOC5567855
XM_021849388	LOC5567855
XM_021849683	LOC5567869
XM_001651839	LOC5567869
XM_021849684	LOC5567869
XM_021853130	LOC5567867
XM_021850358	LOC5575370
XM_021850359	LOC5575370
XM_021850357	LOC5575370
XR_002501388	LOC110678018
XM_001661851	LOC5575374
XM_001661852	LOC5575371
XM_021855279	LOC110679695
XM_001661853	LOC5575372
XR_002502712	LOC110679697
XM_001661854	LOC5575373
XM_021850492	LOC5575375
XM_001661855	LOC5575375
XM_001661856	LOC5575376
XR_002501648	LOC110678474
XM_001661857	LOC5575377
XR_002502014	LOC110678881
XM_021852462	LOC5575378
XM_021852463	LOC5575379
XR_002502015	LOC110678882
XM_021855230	LOC110679685
XM_001652195	LOC5568419
XM_001652197	LOC5568418
XM_021854876	LOC5568418
XM_021852419	LOC5568420
XM_021853549	LOC110679268
XM_021853548	LOC110679268
XM_001652199	LOC5568422
XM_021854683	LOC5568423
XM_021854684	LOC110679584
XM_001652203	LOC5568425
XM_001652204	LOC5568426
XM_021853719	LOC110679337
XM_021853718	LOC110679337
XM_021855239	LOC110679688
XM_001652205	LOC5568427
XR_002502553	LOC110679522
XM_021855264	LOC110679690
XM_001652207	LOC5568428
XM_001652206	LOC5568428
XM_001652208	LOC5568430
XM_011495053	LOC5568430
XR_002502416	LOC110679348
XM_001652211	LOC5568431
XM_021850463	LOC5568434
XM_021850467	LOC5568434
XM_021850466	LOC5568434
XM_021850464	LOC5568434
XM_021850465	LOC5568434
XR_002501595	LOC110678424
XM_021848987	LOC5570305
XM_021848988	LOC5570305
XM_001653079	LOC5570305
XM_001652217	LOC5568435
XM_021848990	LOC110677737
XM_001653078	LOC5570307
XR_002501596	LOC110678425
XM_021854289	LOC5570310
XM_001653080	LOC5570310
XM_021854288	LOC5570306
XM_021854286	LOC5570306
XM_021854285	LOC5570306
XM_021854287	LOC5570306
XR_002502417	LOC110679349
XM_001653082	LOC5570308
XM_021855278	LOC110679694
XM_021852702	LOC5570309
XM_001653084	LOC5570311
XM_001653085	LOC5570313
XM_001653086	LOC5570312
XM_021851346	LOC5570314
XM_021851349	LOC5570314
XM_001653090	LOC5570314
XM_021851347	LOC5570314
XM_021852945	LOC5570315
XM_021852625	LOC5570316
XM_021851261	LOC110678413
XM_021851262	LOC110678413
XM_001653093	LOC5570317
XR_002501221	LOC110677830
XR_002501846	LOC110678691
XM_021851905	LOC110678689
XR_002501845	LOC110678690
XM_021855280	LOC5575069
XM_021855286	LOC110679700
XR_002501847	LOC110678692
XM_001653094	LOC5570318
XM_021853193	LOC110679139
XM_021853192	LOC5570320
XM_001653096	LOC5570320
XM_021852447	LOC110678879
XM_021852448	LOC110678880
XM_021852449	LOC110678880
XR_002501487	LOC110678297
XM_001653097	LOC5570321
XM_021849060	LOC110677750
XM_021849045	LOC5571891
XM_021849048	LOC5571891
XM_021849052	LOC5571891
XM_021849049	LOC5571891
XM_021849053	LOC5571891
XM_021849046	LOC5571891
XM_021849047	LOC5571891
XM_021849057	LOC5571891
XM_021849058	LOC5571891
XM_021849050	LOC5571891
XM_021849059	LOC5571891
XM_021849056	LOC5571891
XM_021849055	LOC5571891
XM_021849054	LOC5571891
XR_002501166	LOC110677751
XM_001653752	LOC5571892
XR_002501399	LOC5571895
XM_001653754	LOC5571895
XM_021850418	LOC5571895
XM_021850419	LOC5571895
XM_001653753	LOC5571893
XM_001653757	LOC5571889
XM_001653758	LOC5571894
XM_021855396	LOC5571896
XM_021855394	LOC5571896
XM_021855397	LOC5571896
XM_021855395	LOC5571896
XM_021855393	LOC5571896
XR_002501923	LOC110678766
XR_002502058	LOC5571900
XM_021852588	LOC5571900
XR_002501977	LOC110678843
XM_021850217	LOC5571898
XM_021850214	LOC5571898
XM_021850216	LOC5571898
XM_021850215	LOC5571898
XM_021850221	LOC5571898
XM_021850219	LOC5571898
XM_021850220	LOC5571898
XR_002502402	LOC110679334
XM_021853736	LOC110679341
XM_001653764	LOC5571897
XM_001653765	LOC5571899
XM_001653766	LOC5571901
XM_021849738	LOC5570210
XM_001658929	LOC5570210
XM_001658930	LOC5570208
XM_001658931	LOC5570209
XM_021848893	LOC5570213
XM_021848891	LOC110677717
XM_021848892	LOC5570211
XM_001658934	LOC5570203
XM_021848897	LOC5570203
XM_021848894	LOC5570203
XM_021848895	LOC5570203
XM_021848896	LOC5570203
XR_002501831	LOC5570204
XR_002501830	LOC5570204
XM_001658936	LOC5570204
XR_002501992	LOC110678856
XM_001658937	LOC5570205
XM_021852388	LOC5570205
XM_021852389	LOC5570205
XM_001658939	LOC5570212
XM_021852387	LOC5570212
XM_021852386	LOC5570214
XM_021852385	LOC5570214
XM_021852384	LOC5570214
XM_021852382	LOC5570214
XM_021852383	LOC5570214
XR_002501991	LOC110678855
XM_001658941	LOC5570206
XM_001658942	LOC5570202
XR_002501990	LOC5570219
XM_001658944	LOC5570217
XM_021853681	LOC5570216
XR_002501478	LOC110678284
XM_021853038	LOC5570215
XM_001658947	LOC5570218
XM_001658949	LOC5570220
XM_001658950	LOC5570221
XM_001658951	LOC5570222
XM_001658952	LOC5570223
XM_021849268	LOC110677785
XM_021849267	LOC110677785
XM_001658954	LOC5570225
XM_001658955	LOC5570226
XM_021851283	LOC110678426
XM_021852704	LOC5570227
XM_001658956	LOC5570227
XM_001658957	LOC5570228
XR_002502378	LOC110679308
XM_001658958	LOC5570229
XM_001658959	LOC5570230
XM_001658960	LOC5570231
XM_021855612	LOC110679834
XM_001658962	LOC5570233
XM_021855794	LOC5570234
XM_001658963	LOC5570234
XM_001658964	LOC5570235
XM_021851009	LOC5570236
XR_002502305	LOC110679211
XM_021852582	LOC110678927
XM_021852468	LOC5570237
XM_001658966	LOC5570237
XR_002502018	LOC110678885
XM_021854851	LOC5579028
XM_021854848	LOC5579028
XM_021854847	LOC5579028
XM_021854850	LOC5579028
XM_021854849	LOC5579028
XM_021854852	LOC5579028
XM_001664158	LOC5579027
XM_021853258	LOC5579027
XM_021853260	LOC5579027
XM_021853259	LOC5579027
XM_021849511	LOC5579026
XM_001664156	LOC5579025
XM_001664155	LOC5579024
XM_001664154	LOC5579023
XM_021849117	LOC5579029
XM_001660545	LOC5572840
XM_001660547	LOC5572836
XM_021854680	LOC5572836
XM_021854681	LOC5572836
XM_001660548	LOC5572832
XM_021848656	LOC5572835
XM_021848655	LOC5572835
XR_002501120	LOC110677674
XR_002501119	LOC110677673
XM_021848653	LOC5572837
XM_001660550	LOC5572837
XM_021848652	LOC5572837
XM_021848654	LOC5572837
XM_021848657	LOC5572841
XM_001660551	LOC5572841
XM_001660552	LOC5572846
XM_021850020	LOC5572845
XM_001660553	LOC5572845
XR_002501317	LOC110677946
XM_001660554	LOC5572847
XM_001660555	LOC5572843
XM_021850130	LOC5572842
XM_021850128	LOC5572842
XM_021850127	LOC5572842
XM_021850129	LOC5572842
XM_021850126	LOC5572842
XM_021849986	LOC5572844
XM_021849987	LOC5572844
XM_021849984	LOC5572844
XM_021849985	LOC5572844
XM_001648629	LOC5564321
XR_002501812	LOC110678657
XM_021852932	LOC5564307
XM_021852933	LOC5564307
XM_001648627	LOC5564312
XM_021854911	LOC5564303
XM_021854912	LOC5564303
XM_021854916	LOC5564303
XM_021854914	LOC5564303
XM_021854913	LOC5564303
XM_021854910	LOC5564303
XM_001648626	LOC5564303
XM_021854909	LOC5564303
XM_021854915	LOC5564303
XM_001648625	LOC5564303
XM_001648624	LOC5564314
XM_021853179	LOC5564326
XM_021853178	LOC5564326
XM_021853176	LOC5564326
XM_021853177	LOC5564326
XR_002502245	LOC110679135
XM_001648620	LOC5564297
XM_021852255	LOC5564310
XM_001648618	LOC5564320
XM_001648617	LOC5564319
XM_001648616	LOC5564319
XM_021854361	LOC5564323
XM_021854362	LOC5564323
XM_021854363	LOC5564323
XM_021849014	LOC5564325
XM_021849592	LOC110677861
XM_021851187	LOC5564316
XM_021851183	LOC5564316
XM_021851188	LOC5564316
XM_021851186	LOC5564316
XM_021851184	LOC5564316
XR_002502089	LOC110678961
XM_021853620	LOC5573308
XM_001654468	LOC5573308
XM_001654467	LOC5573308
XM_021853621	LOC5573308
XM_021850938	LOC5573303
XM_001654469	LOC5573303
XM_021850939	LOC5573303
XM_021855399	LOC110679717
XM_001654472	LOC5573301
XM_001654471	LOC5573301
XM_001654470	LOC5573301
XM_021852559	LOC5573301
XM_021851630	LOC5573307
XR_002502177	LOC5573304
XM_001654474	LOC5573304
XM_001653077	LOC5570144
XM_021850616	LOC5570142
XM_021850622	LOC5570142
XM_021850617	LOC5570142
XM_021850623	LOC5570142
XM_021850621	LOC5570142
XM_021850618	LOC5570142
XM_021850619	LOC5570142
XM_021850620	LOC5570142
XM_021850624	LOC5570142
XM_001653075	LOC5570143
XM_021850629	LOC110678075
XM_001653074	LOC5570141
XM_021850628	LOC5570141
XR_002501437	LOC5570140
XM_001653071	LOC5570139
XM_001653070	LOC5570138
XR_002501438	LOC5570137
XR_002501439	LOC5570137
XM_001653069	LOC5570137
XM_001653067	LOC5570136
XM_021850631	LOC5570136
XM_021850632	LOC5570136
XR_002501440	LOC110678076
XR_002501441	LOC110678077
XM_011494847	LOC23687765
XM_001653066	LOC5570135
XM_011494846	LOC23687565
XM_011494849	LOC23687801
XM_011494845	LOC23687564
XM_021855558	LOC110679821
XM_021855584	LOC110679824
XM_021850634	LOC110678078
XM_011494848	LOC23687800
XM_021855587	LOC110679826
XM_021850636	LOC5570134
XM_001653064	LOC5570133
XM_001653063	LOC5570132
XM_021850637	LOC5570132
XM_021850638	LOC5570130
XR_002501442	LOC110678079
XM_001657663	LOC5567846
XR_002501443	LOC110678080
XM_001653061	LOC5570131
XM_021850639	LOC5570127
XM_021850640	LOC110678081
XM_021850647	LOC5568064
XM_021850646	LOC5568063
XM_001651950	LOC5568063
XM_021850641	LOC5568062
XM_021850645	LOC5568062
XM_021850642	LOC5568062
XM_021850643	LOC5568062
XM_021850644	LOC5568062
XM_001651948	LOC5568061
XM_021850650	LOC110678083
XM_001651947	LOC5568060
XM_001651946	LOC5568065
XM_021855593	LOC110679831
XM_001651945	LOC5568059
XM_021849660	LOC5568056
XM_021849661	LOC5568056
XR_002501256	LOC23687602
XM_021849662	LOC23687602
XR_002501257	LOC23687512
XM_001651940	LOC5568054
XM_021849663	LOC110677885
XR_002501774	LOC5568053
XM_021852253	LOC5568052
XR_002501755	LOC23687828
XM_001651937	LOC5568051
XR_002501932	LOC110678776
XM_001651935	LOC5568049
XM_021854340	LOC5568050
XR_002502548	LOC110679517
XM_001651934	LOC5568048
XM_001651933	LOC5568047
XM_021855045	LOC110679650
XR_002502680	LOC110679651
XM_021855046	LOC5568046
XR_002502681	LOC5568045
XR_002502683	LOC110679652
XR_002502682	LOC110679652
XM_001651927	LOC5568044
XM_001651929	LOC5568044
XM_021851476	LOC110678507
XM_001651926	LOC5568043
XM_001651925	LOC5568042
XM_021851060	LOC5568042
XM_021851061	LOC5568042
XR_002501557	LOC110678388
XR_002501556	LOC110678387
XM_001651924	LOC5568041
XR_002502167	LOC110679051
XM_021855666	LOC110679843
XM_021852179	LOC5569395
XM_021852180	LOC5569395
XM_021852181	LOC5569395
XM_021852182	LOC5569395
XM_021852183	LOC5569395
XM_021852184	LOC5569395
XR_002501948	LOC110678799
XM_021852185	LOC110678797
XR_002501947	LOC110678798
XR_002501738	LOC110678561
XM_001658439	LOC5569397
XM_021853664	LOC5569400
XM_001658441	LOC5569396
XM_001658442	LOC5569401
XM_001658443	LOC5569398
XM_021855096	LOC5572519
XM_021855098	LOC5572526
XR_002502692	LOC5572524
XM_021855097	LOC23687442
XM_011495213	LOC23687442
XM_001660414	LOC5572525
XM_001660412	LOC5572523
XM_001660411	LOC5572522
XM_001660410	LOC5572521
XM_001660406	LOC5572517
XM_021848456	LOC5572518
XM_001660405	LOC5572516
XM_021852873	LOC110679010
XM_001660404	LOC5572515
XR_002501203	LOC5572512
XM_001660401	LOC5572512
XM_001660402	LOC5572513
XM_001660400	LOC5572511
XM_021854246	LOC5572510
XM_021854245	LOC5572510
XM_021854244	LOC5572510
XM_001660399	LOC5572507
XM_021853942	LOC5572509
XM_001660397	LOC5572509
XM_021855733	LOC5572508
XM_021853871	LOC110679388
XR_002502444	LOC5572506
XM_021853872	LOC110679389
XR_002502445	LOC110679390
XM_001651117	LOC5566757
XM_001651116	LOC5566755
XR_002502446	LOC110679391
XM_021851256	LOC5566756
XM_001662628	LOC5576485
XM_021855790	LOC110679859
XR_002501191	LOC110677784
XM_001651113	LOC5566760
XM_001651111	LOC5566759
XM_021851279	LOC5566753
XM_021851278	LOC5566753
XM_021851280	LOC5566753
XM_001661786	LOC5575114
XM_021853694	LOC5575113
XM_021853695	LOC5575113
XM_001661784	LOC5575112
XM_001661783	LOC5575111
XM_021851004	LOC5575110
XM_021851003	LOC5575110
XM_001661782	LOC5575110
XM_001661781	LOC5575109
XM_021852810	LOC5575109
XM_021852811	LOC5575109
XM_021852808	LOC5575109
XM_021852809	LOC5575109
XM_001661780	LOC5575108
XM_021849391	LOC5575107
XM_001661779	LOC5575107
XM_021849389	LOC5575107
XM_021849390	LOC5575107
XM_001661778	LOC5575106
XM_001661777	LOC5575105
XM_001661775	LOC5575103
XM_001661774	LOC5575102
XM_001661773	LOC5575100
XM_011495311	LOC23687752
XM_021850234	LOC5575101
XM_021850236	LOC5575101
XM_021850235	LOC5575101
XM_021853136	LOC5575098
XM_021853137	LOC5575098
XM_001661770	LOC5575099
XR_002501926	LOC110678770
XR_002501651	LOC110678476
XR_002501650	LOC110678476
XM_021853352	LOC5572229
XM_011495201	LOC23687533
XM_001653875	LOC5572242
XM_001653874	LOC5572232
XM_001653873	LOC5572236
XM_001653872	LOC5572230
XM_001653871	LOC5572240
XM_021854020	LOC110679440
XM_001653870	LOC5572235
XM_021850350	LOC5572235
XM_021850351	LOC110678011
XR_002501381	LOC23687846
XR_002501382	LOC110678012
XM_001653869	LOC5572233
XM_021854368	LOC110679523
XM_021853962	LOC5572238
XM_021853961	LOC5572238
XM_021850360	LOC23687646
XM_011495202	LOC23687646
XM_021850363	LOC23687646
XM_021850361	LOC23687646
XM_021850364	LOC23687646
XM_021850365	LOC23687646
XM_021850366	LOC23687646
XM_021850367	LOC23687646
XM_021851535	LOC5572241
XM_021851534	LOC5572241
XM_001660006	LOC5571956
XM_021853490	LOC5571956
XM_021849375	LOC110677819
XM_021849374	LOC110677818
XM_001660004	LOC5571952
XM_001660005	LOC5571951
XM_021851788	LOC5578200
XM_021851159	LOC5579231
XM_001663931	LOC5578643
XM_021849304	LOC5578644
XM_021849301	LOC5578644
XM_021849302	LOC5578644
XM_021849303	LOC5578644
XM_021852523	LOC5578639
XM_021852571	LOC5578640
XM_001663935	LOC5578640
XM_021849345	LOC110677813
XM_021851918	LOC5576649
XM_001656136	LOC5576649
XM_001656137	LOC5576658
XM_021852776	LOC5576659
XR_002501103	LOC110677660
XR_002501104	LOC5576650
XM_001656139	LOC5576650
XM_001656140	LOC5576653
XM_001656141	LOC5576657
XR_002501272	LOC110677900
XM_001656142	LOC5576655
XM_001656143	LOC5576651
XM_001656144	LOC5576652
XM_021849806	LOC5576654
XM_021849803	LOC5576654
XM_021849804	LOC5576654
XM_021849805	LOC5576654
XM_001656146	LOC5576656
XM_021849807	LOC5576660
XM_001656148	LOC5576661
XM_001656151	LOC5576664
XM_021852590	LOC5576665
XM_001656153	LOC5576665
XM_001656152	LOC5576665
XR_002502530	LOC110679497
XM_001656155	LOC5576666
XM_021855888	LOC110679873
XM_021855908	LOC110679875
XR_002502389	LOC110679320
XM_021851137	LOC23687500
XM_021851139	LOC23687500
XM_021851138	LOC23687500
XM_021852327	LOC5576668
XM_021852325	LOC5576668
XM_021852333	LOC5576668
XM_021852329	LOC5576668
XM_021852332	LOC5576668
XM_021852328	LOC5576668
XM_021852330	LOC5576668
XM_021852326	LOC5576668
XM_021852331	LOC5576668
XM_001651782	LOC5567639
XM_021855585	LOC5567639
XM_021855586	LOC5567639
XR_002502734	LOC110679825
XM_001651783	LOC5567640
XR_002501731	LOC110678554
XM_001651785	LOC5567642
XM_021853191	LOC110679138
XM_021853190	LOC110679138
XM_021851190	LOC5567643
XM_021849368	LOC5567644
XM_021854938	LOC5567645
XM_021854937	LOC5567645
XM_001651789	LOC5567645
XM_001651790	LOC5567646
XM_021850914	LOC5567647
XM_011495023	LOC23687721
XM_021853582	LOC23687721
XM_021853583	LOC23687721
XM_021853584	LOC23687721
XM_021855922	LOC110679877
XM_021854572	LOC5567648
XM_001648010	LOC5563791
XM_021851897	LOC110678685
XM_021851896	LOC5563790
XR_002501577	LOC110678411
XM_001648013	LOC5563788
XM_001648014	LOC5563786
XR_002501410	LOC5563785
XM_021851105	LOC110678348
XM_021850968	LOC5563780
XM_021850964	LOC5563780
XM_021850966	LOC5563780
XM_021850967	LOC5563780
XR_002501490	LOC110678300
XM_001648018	LOC5563781
XR_002502491	LOC110679444
XM_001648019	LOC5563782
XM_001648020	LOC5563776
XM_001648021	LOC5563784
XM_021852480	LOC5563787
XM_001648023	LOC5563787
XM_001648022	LOC5563787
XR_002502586	LOC110679558
XM_001648024	LOC5563794
XM_011494706	LOC23687884
XM_021848903	LOC110673981
XM_021848902	LOC110673981
XM_021854059	LOC23687614
XR_002502503	LOC110679457
XR_002502504	LOC110679458
XM_021854061	LOC110679456
XM_021852595	LOC5578570
XM_001663910	LOC5578570
XM_021852596	LOC5578570
XM_021849781	LOC5578569
XM_021849787	LOC5578569
XM_021849786	LOC5578569
XM_021849782	LOC5578569
XM_001663909	LOC5578569
XM_021849785	LOC5578569
XM_021849783	LOC5578569
XM_021849784	LOC5578569
XM_021851861	LOC5578567
XM_021851862	LOC5578567
XM_021851860	LOC5578567
XM_021851863	LOC5578567
XM_021851864	LOC5578567
XM_001663905	LOC5578565
XM_021849655	LOC5578565
XM_021849656	LOC5578565
XR_002501254	LOC110677882
XR_002501253	LOC110677882
XR_002502109	LOC110678985
XR_002502013	LOC5578563
XM_001663903	LOC5578564
XM_021852996	LOC5578562
XM_021852997	LOC5578562
XM_021852998	LOC5578562
XM_021852999	LOC5578562
XM_021853001	LOC5578562
XM_021853000	LOC5578562
XM_021853002	LOC5578562
XM_021853003	LOC5578562
XM_021853005	LOC5578562
XM_021853004	LOC5578562
XM_021853007	LOC5578562
XR_002502699	LOC110679672
XM_021855139	LOC5563810
XM_001648045	LOC5563812
XR_002502070	LOC110678946
XM_021855420	LOC5568528
XM_021855415	LOC5568528
XM_021855417	LOC5568528
XM_021855419	LOC5568528
XM_021855407	LOC5568528
XM_021855408	LOC5568528
XM_021855412	LOC5568528
XM_021855411	LOC5568528
XM_021855416	LOC5568528
XM_021855418	LOC5568528
XM_021855410	LOC5568528
XM_021855413	LOC5568528
XM_021855409	LOC5568528
XM_021855414	LOC5568528
XM_021855421	LOC110679721
XM_001652304	LOC5568526
XM_001652306	LOC5568529
XM_021852062	LOC5568529
XM_021853063	LOC110679103
XM_021853906	LOC110679405
XM_021855984	LOC110679889
XM_021848436	LOC110677634
XM_021851521	LOC5566411
XM_021851520	LOC5566411
XM_021851522	LOC5566411
XR_002502297	LOC110679195
XM_021850614	LOC5566412
XR_002501435	LOC110678073
XM_021852252	LOC110678822
XM_021852251	LOC110678822
XM_001650752	LOC5566410
XR_002502315	LOC110679233
XM_021853393	LOC110679237
XM_021850139	LOC5571713
XM_021850140	LOC5570781
XM_021850141	LOC5570781
XM_021850142	LOC5570781
XM_021850147	LOC5570781
XM_021850146	LOC5570781
XM_021850144	LOC5570781
XM_021850145	LOC5570781
XM_021850148	LOC23687987
XM_021850151	LOC23687987
XM_021850149	LOC23687987
XM_011495147	LOC23687987
XM_021850150	LOC23687987
XR_002502438	LOC110679376
XM_001659321	LOC5570780
XM_021853156	LOC5570780
XM_001659320	LOC5570779
XM_021853212	LOC110679148
XM_021853213	LOC110679148
XR_002501966	LOC110678821
XM_021849370	LOC5570773
XM_021849372	LOC5570773
XM_021849371	LOC5570773
XM_021849369	LOC5570773
XM_001659313	LOC5570773
XM_001659316	LOC5570776
XR_002501224	LOC5570772
XM_021849431	LOC5570772
XM_021849432	LOC5570772
XM_021849433	LOC5570772
XM_021852368	LOC5579219
XR_002502330	LOC5577439
XM_021853454	LOC5577439
XM_021853449	LOC5577439
XM_021853451	LOC5577439
XM_021853450	LOC5577439
XM_021853452	LOC5577439
XR_002501575	LOC110678407
XM_001663313	LOC5577436
XR_002501625	LOC110678455
XR_002502127	LOC110679005
XR_002502128	LOC110679006
XR_002502130	LOC110679006
XR_002502129	LOC110679006
XR_002502131	LOC110679006
XM_021852828	LOC110679006
XR_002502132	LOC110679007
XM_021854465	LOC5577434
XM_021854466	LOC5577434
XM_021854469	LOC5577434
